usgs,site_no,date,tidal_high,tidal_high_qc,tidal_low,tidal_low_qc,precipitation_inches,precip_qual_code
USGS,0204288721,2016-04-21,1.70,A,-1.48,A,0.00,A
USGS,0204288721,2016-04-22,1.82,A,-1.56,A,0.38,A
USGS,0204288721,2016-04-23,2.24,A,-1.37,A,0.08,A
USGS,0204288721,2016-04-24,2.06,A,-1.03,A,0.00,A
USGS,0204288721,2016-04-25,2.02,A,-1.19,A,0.01,A
USGS,0204288721,2016-04-26,1.75,A,-1.49,A,0.00,A
USGS,0204288721,2016-04-27,1.82,A,-1.16,A,0.18,A
USGS,0204288721,2016-04-28,2.20,A,-0.47,A,0.81,A
USGS,0204288721,2016-04-29,2.25,A,-0.40,A,0.01,A
USGS,0204288721,2016-04-30,2.26,A,-0.52,A,0.00,A
USGS,0204288721,2016-05-01,1.76,A,-1.17,A,0.11,A
USGS,0204288721,2016-05-02,1.97,A,-1.15,A,0.09,A
USGS,0204288721,2016-05-03,2.35,A,-1.24,A,0.32,A
USGS,0204288721,2016-05-04,2.95,A,-1.11,A,0.00,A
USGS,0204288721,2016-05-05,3.72,A,-0.50,A,0.05,A
USGS,0204288721,2016-05-06,3.48,A,-0.31,A,0.60,A
USGS,0204288721,2016-05-07,2.88,A,-0.92,A,0.02,A
USGS,0204288721,2016-05-08,2.33,A,-1.19,A,0.00,A
USGS,0204288721,2016-05-09,2.66,A,-1.37,A,0.00,A
USGS,0204288721,2016-05-10,2.24,A,-1.53,A,0.12,A
USGS,0204288721,2016-05-11,1.96,A,-1.33,A,0.04,A
USGS,0204288721,2016-05-12,1.90,A,-1.30,A,0.00,A
USGS,0204288721,2016-05-13,1.80,A,-1.13,A,0.44,A
USGS,0204288721,2016-05-14,1.68,A,-0.87,A,0.10,A
USGS,0204288721,2016-05-15,1.75,A,-0.92,A,0.00,A
USGS,0204288721,2016-05-16,1.00,A,-1.60,A,0.00,A
USGS,0204288721,2016-05-17,0.97,A,-1.67,A,0.41,A
USGS,0204288721,2016-05-18,1.52,A,-1.45,A,0.03,A
USGS,0204288721,2016-05-19,1.84,A,-1.20,A,0.00,A
USGS,0204288721,2016-05-20,1.69,A,-1.53,A,0.00,A
USGS,0204288721,2016-05-21,2.29,A,-1.58,A,0.18,A
USGS,0204288721,2016-05-22,2.28,A,-1.00,A,0.16,A
USGS,0204288721,2016-05-23,2.39,A,-0.71,A,0.92,A
USGS,0204288721,2016-05-24,2.38,A,-0.92,A,0.00,A
USGS,0204288721,2016-05-25,1.98,A,-1.29,A,0.00,A
USGS,0204288721,2016-05-26,1.75,A,-1.39,A,0.00,A
USGS,0204288721,2016-05-27,1.33,A,-1.56,A,0.00,A
USGS,0204288721,2016-05-28,1.41,A,-1.34,A,0.00,A
USGS,0204288721,2016-05-29,1.52,A,-1.38,A,0.25,A
USGS,0204288721,2016-05-30,2.95,A,-1.31,A,2.48,A
USGS,0204288721,2016-05-31,1.85,A,-0.93,A,0.00,A
USGS,0204288721,2016-06-01,1.98,A,-1.35,A,0.01,A
USGS,0204288721,2016-06-02,2.61,A,-1.37,A,0.00,A
USGS,0204288721,2016-06-03,2.73,A,-1.29,A,0.00,A
USGS,0204288721,2016-06-04,2.66,A,-1.38,A,,
USGS,0204288721,2016-06-05,3.11,A,-1.51,A,,
USGS,0204288721,2016-06-06,2.40,A,-1.22,A,,
USGS,0204288721,2016-06-07,1.95,A,-1.23,A,,
USGS,0204288721,2016-06-08,2.64,A,-1.09,A,,
USGS,0204288721,2016-06-09,2.15,A,-1.46,A,,
USGS,0204288721,2016-06-10,1.57,A,-1.44,A,,
USGS,0204288721,2016-06-11,1.48,A,-1.43,A,,
USGS,0204288721,2016-06-12,1.51,A,-1.18,A,,
USGS,0204288721,2016-06-13,1.91,A,-1.13,A,,
USGS,0204288721,2016-06-14,,,,,,
USGS,0204288721,2016-06-15,1.82,A,-1.06,A,,
USGS,0204288721,2016-06-16,2.20,A,-0.98,A,,
USGS,0204288721,2016-06-17,2.74,A,-0.18,A,,
USGS,0204288721,2016-06-18,2.15,A,-0.64,A,,
USGS,0204288721,2016-06-19,1.78,A,-1.37,A,,
USGS,0204288721,2016-06-20,1.57,A,-1.58,A,,
USGS,0204288721,2016-06-21,1.88,A,-1.69,A,,
USGS,0204288721,2016-06-22,1.75,A,-1.71,A,,
USGS,0204288721,2016-06-23,1.80,A,-1.69,A,0.21,A
USGS,0204288721,2016-06-24,1.95,A,-1.49,A,0.00,A
USGS,0204288721,2016-06-25,2.17,A,-0.98,A,0.00,A
USGS,0204288721,2016-06-26,2.25,A,-0.96,A,0.00,A
USGS,0204288721,2016-06-27,1.80,A,-1.35,A,0.00,A
USGS,0204288721,2016-06-28,1.99,A,-1.46,A,0.77,A
USGS,0204288721,2016-06-29,2.07,A,-1.46,A,0.00,A
USGS,0204288721,2016-06-30,2.05,A,-1.55,A,0.22,A
USGS,0204288721,2016-07-01,1.88,A,-1.64,A,0.93,A
USGS,0204288721,2016-07-02,2.16,A,-1.42,A,0.02,A
USGS,0204288721,2016-07-03,2.26,A,-1.57,A,0.50,A
USGS,0204288721,2016-07-04,1.82,A,-1.54,A,0.16,A
USGS,0204288721,2016-07-05,2.04,A,-1.61,A,0.00,A
USGS,0204288721,2016-07-06,1.77,A,-1.56,A,0.08,A
USGS,0204288721,2016-07-07,2.11,A,-1.46,A,0.00,A
USGS,0204288721,2016-07-08,2.30,A,-1.45,A,0.00,A
USGS,0204288721,2016-07-09,2.31,A,-1.06,A,0.00,A
USGS,0204288721,2016-07-10,2.15,A,-0.52,A,0.00,A
USGS,0204288721,2016-07-11,1.81,A,-0.75,A,0.00,A
USGS,0204288721,2016-07-12,1.80,A,-0.87,A,0.00,A
USGS,0204288721,2016-07-13,1.60,A,-1.01,A,0.00,A
USGS,0204288721,2016-07-14,1.52,A,-1.04,A,0.00,A
USGS,0204288721,2016-07-15,1.78,A,-1.29,A,0.39,A
USGS,0204288721,2016-07-16,1.34,A,-1.63,A,0.02,A
USGS,0204288721,2016-07-17,1.64,A,-1.61,A,0.12,A
USGS,0204288721,2016-07-18,1.46,A,-1.67,A,0.00,A
USGS,0204288721,2016-07-19,1.72,A,-1.72,A,0.56,A
USGS,0204288721,2016-07-20,1.85,A,-1.62,A,0.00,A
USGS,0204288721,2016-07-21,1.83,A,-1.59,A,0.00,A
USGS,0204288721,2016-07-22,1.50,A,-1.75,A,0.00,A
USGS,0204288721,2016-07-23,1.60,A,-1.77,A,0.00,A
USGS,0204288721,2016-07-24,1.79,A,-1.77,A,0.00,A
USGS,0204288721,2016-07-25,1.95,A,-1.68,A,0.00,A
USGS,0204288721,2016-07-26,2.06,A,-1.72,A,0.00,A
USGS,0204288721,2016-07-27,2.09,A,-1.34,A,0.00,A
USGS,0204288721,2016-07-28,2.06,A,-1.10,A,0.01,A
USGS,0204288721,2016-07-29,2.24,A,-1.12,A,0.00,A
USGS,0204288721,2016-07-30,1.97,A,-1.37,A,0.90,A
USGS,0204288721,2016-07-31,2.43,A,-1.42,A,1.34,A
USGS,0204288721,2016-08-01,2.35,A,-1.38,A,0.01,A
USGS,0204288721,2016-08-02,2.68,A,-1.32,A,1.81,A
USGS,0204288721,2016-08-03,2.64,A,-0.75,A,0.00,A
USGS,0204288721,2016-08-04,2.43,A,-0.86,A,0.00,A
USGS,0204288721,2016-08-05,2.45,A,-1.22,A,0.00,A
USGS,0204288721,2016-08-06,1.86,A,-1.42,A,0.00,A
USGS,0204288721,2016-08-07,1.78,A,-1.27,A,0.00,A
USGS,0204288721,2016-08-08,1.69,A,-1.17,A,0.01,A
USGS,0204288721,2016-08-09,1.97,A,-0.81,A,0.84,A
USGS,0204288721,2016-08-10,1.25,A,-1.22,A,0.00,A
USGS,0204288721,2016-08-11,1.01,A,-1.51,A,0.00,A
USGS,0204288721,2016-08-12,0.86,A,-1.64,A,0.00,A
USGS,0204288721,2016-08-13,0.85,A,-1.64,A,0.00,A
USGS,0204288721,2016-08-14,1.18,A,-1.69,A,0.00,A
USGS,0204288721,2016-08-15,1.52,A,-1.44,A,2.15,A
USGS,0204288721,2016-08-16,1.48,A,-1.51,A,0.00,A
USGS,0204288721,2016-08-17,1.55,A,-1.67,A,0.00,A
USGS,0204288721,2016-08-18,1.91,A,-1.69,A,0.00,A
USGS,0204288721,2016-08-19,2.04,A,-1.66,A,0.17,A
USGS,0204288721,2016-08-20,2.24,A,-1.42,A,0.00,A
USGS,0204288721,2016-08-21,2.42,A,-1.45,A,0.09,A
USGS,0204288721,2016-08-22,2.49,A,-1.37,A,0.01,A
USGS,0204288721,2016-08-23,2.11,A,-1.45,A,0.00,A
USGS,0204288721,2016-08-24,1.95,A,-1.49,A,0.00,A
USGS,0204288721,2016-08-25,1.64,A,-1.69,A,0.00,A
USGS,0204288721,2016-08-26,1.50,A,-1.68,A,0.00,A
USGS,0204288721,2016-08-27,1.82,A,-1.57,A,0.00,A
USGS,0204288721,2016-08-28,2.24,A,-1.16,A,0.00,A
USGS,0204288721,2016-08-29,2.15,A,-1.15,A,0.00,A
USGS,0204288721,2016-08-30,2.12,A,-1.40,A,0.00,A
USGS,0204288721,2016-08-31,1.96,A,-1.45,A,0.00,A
USGS,0204288721,2016-09-01,2.22,A,-1.59,A,0.55,A
USGS,0204288721,2016-09-02,2.69,A,-1.00,A,0.23,A
USGS,0204288721,2016-09-03,4.97,A,1.89,A,4.29,A
USGS,0204288721,2016-09-04,3.89,A,0.38,A,0.00,A
USGS,0204288721,2016-09-05,3.11,A,0.07,A,0.00,A
USGS,0204288721,2016-09-06,2.95,A,-0.17,A,0.00,A
USGS,0204288721,2016-09-07,2.58,A,-0.30,A,0.00,A
USGS,0204288721,2016-09-08,1.77,A,-0.77,A,0.13,A
USGS,0204288721,2016-09-09,1.45,A,-0.97,A,0.00,A
USGS,0204288721,2016-09-10,1.37,A,-1.17,A,0.00,A
USGS,0204288721,2016-09-11,1.82,A,-1.15,A,0.00,A
USGS,0204288721,2016-09-12,1.81,A,-1.02,A,0.00,A
USGS,0204288721,2016-09-13,1.85,A,-0.91,A,0.00,A
USGS,0204288721,2016-09-14,1.85,A,-1.41,A,0.00,A
USGS,0204288721,2016-09-15,2.89,A,-1.69,A,0.00,A
USGS,0204288721,2016-09-16,2.86,A,-0.96,A,0.00,A
USGS,0204288721,2016-09-17,2.69,A,-1.29,A,0.00,A
USGS,0204288721,2016-09-18,2.52,A,-1.57,A,0.00,A
USGS,0204288721,2016-09-19,3.71,A,-1.70,A,4.53,A
USGS,0204288721,2016-09-20,2.91,A,-0.18,A,3.05,A
USGS,0204288721,2016-09-21,4.37,A,0.56,A,5.19,A
USGS,0204288721,2016-09-22,2.87,A,-0.19,A,0.57,A
USGS,0204288721,2016-09-23,2.39,A,-0.63,A,0.00,A
USGS,0204288721,2016-09-24,2.61,A,-0.82,A,0.00,A
USGS,0204288721,2016-09-25,2.34,A,-0.53,A,0.00,A
USGS,0204288721,2016-09-26,1.94,A,-1.07,A,0.00,A
USGS,0204288721,2016-09-27,2.12,A,-1.12,A,0.19,A
USGS,0204288721,2016-09-28,2.35,A,-1.12,A,0.00,A
USGS,0204288721,2016-09-29,3.48,A,-0.17,A,0.01,A
USGS,0204288721,2016-09-30,3.45,A,0.15,A,0.00,A
USGS,0204288721,2016-10-01,3.25,A,-0.06,A,0.08,A
USGS,0204288721,2016-10-02,2.81,A,-0.46,A,0.10,A
USGS,0204288721,2016-10-03,2.58,A,-0.67,A,0.02,A
USGS,0204288721,2016-10-04,2.64,A,-0.54,A,0.00,A
USGS,0204288721,2016-10-05,3.36,A,0.61,A,0.00,A
USGS,0204288721,2016-10-06,3.08,A,0.53,A,0.04,A
USGS,0204288721,2016-10-07,2.38,A,-0.07,A,0.00,A
USGS,0204288721,2016-10-08,1.94,A,-0.11,A,9.19,A
USGS,0204288721,2016-10-09,6.40,A,,,3.82,A
USGS,0204288721,2016-10-10,2.71,A,0.70,A,0.00,A
USGS,0204288721,2016-10-11,2.37,A,-0.19,A,0.00,A
USGS,0204288721,2016-10-12,2.35,A,-0.66,A,0.00,A
USGS,0204288721,2016-10-13,2.43,A,-0.96,A,0.00,A
USGS,0204288721,2016-10-14,2.77,A,-0.93,A,0.00,A
USGS,0204288721,2016-10-15,2.58,A,-1.27,A,0.00,A
USGS,0204288721,2016-10-16,2.67,A,-1.35,A,0.00,A
USGS,0204288721,2016-10-17,2.60,A,-1.54,A,0.00,A
USGS,0204288721,2016-10-18,2.45,A,-1.70,A,0.00,A
USGS,0204288721,2016-10-19,2.40,A,-1.74,A,0.00,A
USGS,0204288721,2016-10-20,2.39,A,-1.43,A,0.00,A
USGS,0204288721,2016-10-21,2.68,A,-0.85,A,0.06,A
USGS,0204288721,2016-10-22,2.48,A,-0.74,A,0.01,A
USGS,0204288721,2016-10-23,1.31,A,-1.72,A,0.00,A
USGS,0204288721,2016-10-24,0.83,A,-1.95,A,0.00,A
USGS,0204288721,2016-10-25,1.60,A,-1.33,A,0.00,A
USGS,0204288721,2016-10-26,1.50,A,-1.50,A,0.00,A
USGS,0204288721,2016-10-27,1.55,A,-1.53,A,0.01,A
USGS,0204288721,2016-10-28,2.20,A,-1.67,A,0.13,A
USGS,0204288721,2016-10-29,1.62,A,-1.51,A,0.00,A
USGS,0204288721,2016-10-30,1.56,A,-1.74,A,0.00,A
USGS,0204288721,2016-10-31,2.87,A,-1.33,A,0.00,A
USGS,0204288721,2016-11-01,2.15,A,-0.94,A,0.00,A
USGS,0204288721,2016-11-02,1.92,A,-1.19,A,0.00,A
USGS,0204288721,2016-11-03,1.75,A,-1.27,A,0.00,A
USGS,0204288721,2016-11-04,2.70,A,-0.49,A,0.54,A
USGS,0204288721,2016-11-05,2.13,A,-0.75,A,0.00,A
USGS,0204288721,2016-11-06,1.56,A,-0.91,A,0.00,A
USGS,0204288721,2016-11-07,2.03,A,-0.50,A,0.00,A
USGS,0204288721,2016-11-08,2.20,A,-0.59,A,0.00,A
USGS,0204288721,2016-11-09,2.17,A,-0.52,A,0.18,A
USGS,0204288721,2016-11-10,2.53,A,-0.26,A,0.00,A
USGS,0204288721,2016-11-11,2.03,A,-1.58,A,0.00,A
USGS,0204288721,2016-11-12,2.50,A,-1.51,A,0.00,A
USGS,0204288721,2016-11-13,1.92,A,-1.94,A,0.00,A
USGS,0204288721,2016-11-14,1.86,A,-1.97,A,0.04,A
USGS,0204288721,2016-11-15,2.44,A,-1.93,A,0.00,A
USGS,0204288721,2016-11-16,2.56,A,-1.81,A,0.00,A
USGS,0204288721,2016-11-17,2.33,A,-1.73,A,0.00,A
USGS,0204288721,2016-11-18,2.17,A,-1.72,A,0.00,A
USGS,0204288721,2016-11-19,2.32,A,-1.24,A,0.00,A
USGS,0204288721,2016-11-20,1.98,A,-1.66,A,0.00,A
USGS,0204288721,2016-11-21,0.33,A,-1.98,A,0.00,A
USGS,0204288721,2016-11-22,0.16,A,-1.99,A,0.00,A
USGS,0204288721,2016-11-23,0.63,A,-1.91,A,0.00,A
USGS,0204288721,2016-11-24,1.04,A,-1.49,A,0.13,A
USGS,0204288721,2016-11-25,1.44,A,-1.27,A,0.00,A
USGS,0204288721,2016-11-26,2.32,A,-1.18,A,0.08,A
USGS,0204288721,2016-11-27,1.58,A,-1.39,A,0.00,A
USGS,0204288721,2016-11-28,1.61,A,-1.56,A,0.00,A
USGS,0204288721,2016-11-29,1.46,A,-1.94,A,0.02,A
USGS,0204288721,2016-11-30,1.44,A,-1.87,A,0.01,A
USGS,0204288721,2016-12-01,1.87,A,-1.76,A,0.00,A
USGS,0204288721,2016-12-02,1.72,A,-1.68,A,0.00,A
USGS,0204288721,2016-12-03,1.43,A,-1.94,A,0.00,A
USGS,0204288721,2016-12-04,1.25,A,-1.66,A,0.02,A
USGS,0204288721,2016-12-05,2.18,A,-0.65,A,0.59,A
USGS,0204288721,2016-12-06,2.65,A,-0.52,A,0.80,A
USGS,0204288721,2016-12-07,2.40,A,-0.66,A,0.00,A
USGS,0204288721,2016-12-08,2.02,A,-1.01,A,0.00,A
USGS,0204288721,2016-12-09,2.07,A,-1.72,A,0.00,A
USGS,0204288721,2016-12-10,1.18,A,-1.91,A,0.00,A
USGS,0204288721,2016-12-11,1.51,A,-1.96,A,0.00,A
USGS,0204288721,2016-12-12,1.76,A,-1.98,A,0.22,A
USGS,0204288721,2016-12-13,2.16,A,-1.83,A,0.03,A
USGS,0204288721,2016-12-14,2.44,A,-1.75,A,0.01,A
USGS,0204288721,2016-12-15,2.67,A,-1.92,A,0.00,A
USGS,0204288721,2016-12-16,1.43,A,-1.99,A,0.00,A
USGS,0204288721,2016-12-17,0.96,A,-1.96,A,0.10,A
USGS,0204288721,2016-12-18,0.81,A,-1.96,A,0.14,A
USGS,0204288721,2016-12-19,1.54,A,-1.68,A,0.03,A
USGS,0204288721,2016-12-20,1.31,A,-1.41,A,0.00,A
USGS,0204288721,2016-12-21,1.24,A,-1.59,A,0.00,A
USGS,0204288721,2016-12-22,0.98,A,-1.59,A,0.00,A
USGS,0204288721,2016-12-23,1.07,A,-1.95,A,0.00,A
USGS,0204288721,2016-12-24,0.96,A,-1.39,A,0.17,A
USGS,0204288721,2016-12-25,1.05,A,-1.75,A,0.00,A
USGS,0204288721,2016-12-26,1.26,A,-1.77,A,0.00,A
USGS,0204288721,2016-12-27,1.17,A,-1.88,A,0.00,A
USGS,0204288721,2016-12-28,1.24,A,-1.88,A,0.00,A
USGS,0204288721,2016-12-29,1.67,A,-1.88,A,0.27,A
USGS,0204288721,2016-12-30,1.48,A,-1.82,A,0.00,A
USGS,0204288721,2016-12-31,0.81,A,-1.97,A,0.00,A
USGS,0204288721,2017-01-01,0.90,A,-1.98,A,0.01,A
USGS,0204288721,2017-01-02,1.77,A,-1.37,A,1.65,A
USGS,0204288721,2017-01-03,2.16,A,-0.84,A,0.16,A
USGS,0204288721,2017-01-04,2.20,A,-0.96,A,0.00,A
USGS,0204288721,2017-01-05,1.60,A,-1.87,A,0.00,A
USGS,0204288721,2017-01-06,1.35,A,-1.50,A,0.05,A
USGS,0204288721,2017-01-07,2.22,A,0.05,A,0.00,A
USGS,0204288721,2017-01-08,1.95,A,-1.71,A,0.00,A
USGS,0204288721,2017-01-09,1.76,A,-1.87,A,0.00,A
USGS,0204288721,2017-01-10,1.41,A,-1.93,A,0.19,A
USGS,0204288721,2017-01-11,1.54,A,-1.59,A,0.04,A
USGS,0204288721,2017-01-12,1.13,A,-1.67,A,0.00,A
USGS,0204288721,2017-01-13,1.37,A,-1.83,A,0.00,A
USGS,0204288721,2017-01-14,1.72,A,-1.86,A,0.00,A
USGS,0204288721,2017-01-15,1.88,A,-1.84,A,0.00,A
USGS,0204288721,2017-01-16,1.32,A,-1.84,A,0.03,A
USGS,0204288721,2017-01-17,1.23,A,-1.80,A,0.00,A
USGS,0204288721,2017-01-18,1.26,A,-1.66,A,0.03,A
USGS,0204288721,2017-01-19,1.57,A,-0.77,A,0.00,A
USGS,0204288721,2017-01-20,1.72,A,-0.93,A,0.21,A
USGS,0204288721,2017-01-21,1.43,A,-0.93,A,0.35,A
USGS,0204288721,2017-01-22,1.79,A,-0.61,A,0.01,A
USGS,0204288721,2017-01-23,3.09,A,0.86,A,0.52,A
USGS,0204288721,2017-01-24,3.62,A,0.83,A,0.01,A
USGS,0204288721,2017-01-25,2.29,A,-0.71,A,0.00,A
USGS,0204288721,2017-01-26,1.67,A,-1.53,A,0.03,A
USGS,0204288721,2017-01-27,1.23,A,-1.75,A,0.00,A
USGS,0204288721,2017-01-28,0.75,A:<,-1.91,A:<,0.00,A
USGS,0204288721,2017-01-29,1.10,A:<,-1.93,A:<,0.00,A
USGS,0204288721,2017-01-30,1.54,A,-1.85,A,0.00,A
USGS,0204288721,2017-01-31,1.25,A,-1.90,A,0.00,A
USGS,0204288721,2017-02-01,1.56,A,-1.76,A,0.00,A
USGS,0204288721,2017-02-02,1.56,A,-1.81,A,0.00,A
USGS,0204288721,2017-02-03,1.65,A,-1.68,A,0.00,A
USGS,0204288721,2017-02-04,1.97,A:<,-1.98,A:<,0.00,A
USGS,0204288721,2017-02-05,0.73,A:<,-1.96,A:<,0.00,A
USGS,0204288721,2017-02-06,0.94,A:<,-1.88,A:<,0.00,A
USGS,0204288721,2017-02-07,0.81,A:<,-1.98,A:<,0.00,A
USGS,0204288721,2017-02-08,1.49,A:<,-1.97,A:<,0.00,A
USGS,0204288721,2017-02-09,2.85,A,-1.83,A,0.18,A
USGS,0204288721,2017-02-10,1.57,A:<,-1.96,A:<,0.00,A
USGS,0204288721,2017-02-11,1.10,A:<,-1.98,A:<,0.00,A
USGS,0204288721,2017-02-12,2.18,A:<,-1.98,A:<,0.05,A
USGS,0204288721,2017-02-13,2.44,A,-1.61,A,0.00,A
USGS,0204288721,2017-02-14,1.17,A,-1.93,A,0.00,A
USGS,0204288721,2017-02-15,2.31,A,-0.91,A,0.33,A
USGS,0204288721,2017-02-16,2.21,A,-1.14,A,0.01,A
USGS,0204288721,2017-02-17,1.15,A,-1.48,A,0.00,A
USGS,0204288721,2017-02-18,1.01,A,-1.60,A,0.00,A
USGS,0204288721,2017-02-19,0.72,A,-1.34,A,0.00,A
USGS,0204288721,2017-02-20,0.97,A,-1.34,A,0.00,A
USGS,0204288721,2017-02-21,1.15,A,-1.01,A,0.00,A
USGS,0204288721,2017-02-22,1.53,A,-1.14,A,0.00,A
USGS,0204288721,2017-02-23,1.56,A,-1.31,A,0.02,A
USGS,0204288721,2017-02-24,1.68,A,-1.52,A,0.00,A
USGS,0204288721,2017-02-25,2.15,A,-1.59,A,0.01,A
USGS,0204288721,2017-02-26,2.25,A,-1.51,A,0.00,A
USGS,0204288721,2017-02-27,1.38,A:<,-2.00,A:<,0.00,A
USGS,0204288721,2017-02-28,1.27,A:<,-2.00,A:<,0.00,A
USGS,0204288721,2017-03-01,1.06,A:<,-1.99,A:<,0.23,A
USGS,0204288721,2017-03-02,0.96,A:<,-1.95,A:<,0.03,A
USGS,0204288721,2017-03-03,0.83,A:<,-1.99,A:<,0.00,A
USGS,0204288721,2017-03-04,0.55,A:<,-2.02,A:<,0.00,A
USGS,0204288721,2017-03-05,0.96,A:<,-2.03,A:<,0.00,A
USGS,0204288721,2017-03-06,0.75,A,-1.96,A,0.00,A
USGS,0204288721,2017-03-07,1.08,A,-1.50,A,0.00,A
USGS,0204288721,2017-03-08,1.13,A:<,-2.00,A:<,0.02,A
USGS,0204288721,2017-03-09,0.88,A:<,-2.01,A:<,0.00,A
USGS,0204288721,2017-03-10,2.07,A:<,-2.01,A:<,0.00,A
USGS,0204288721,2017-03-11,1.73,A,-2.01,A,0.00,A
USGS,0204288721,2017-03-12,1.23,A:<,-2.04,A:<,0.00,A
USGS,0204288721,2017-03-13,1.62,A:<,-2.03,A:<,0.73,A
USGS,0204288721,2017-03-14,1.97,A,-1.42,A,1.11,A
USGS,0204288721,2017-03-15,0.83,A,-1.84,A,0.00,A
USGS,0204288721,2017-03-16,0.10,A:<,-1.92,A:<,0.00,A
USGS,0204288721,2017-03-17,0.26,A:<,-1.95,A:<,0.00,A
USGS,0204288721,2017-03-18,0.39,A,-1.95,A,0.08,A
USGS,0204288721,2017-03-19,2.00,A,-0.55,A,0.41,A
USGS,0204288721,2017-03-20,1.83,A,-0.82,A,0.00,A
USGS,0204288721,2017-03-21,1.43,A,-0.58,A,0.00,A
USGS,0204288721,2017-03-22,1.33,A,-0.43,A,0.00,A
USGS,0204288721,2017-03-23,1.22,A,-1.40,A,0.00,A
USGS,0204288721,2017-03-24,0.64,A,-1.98,A,0.00,A
USGS,0204288721,2017-03-25,0.61,A:<,-1.99,A:<,0.00,A
USGS,0204288721,2017-03-26,1.71,A:<,-1.98,A:<,0.00,A
USGS,0204288721,2017-03-27,1.84,A,-1.86,A,0.00,A
USGS,0204288721,2017-03-28,2.08,A,-1.92,A,0.03,A
USGS,0204288721,2017-03-29,2.22,A,-1.66,A,0.00,A
USGS,0204288721,2017-03-30,2.23,A,-1.77,A,0.00,A
USGS,0204288721,2017-03-31,3.77,A,-1.72,A,4.31,A
USGS,0204288721,2017-04-01,2.88,A,-0.71,A,0.00,A
USGS,0204288721,2017-04-02,2.80,A,-1.13,A,0.00,A
USGS,0204288721,2017-04-03,2.03,A,-1.23,A,0.00,A
USGS,0204288721,2017-04-04,2.01,A,-0.87,A,0.02,A
USGS,0204288721,2017-04-05,2.30,A,-0.84,A,0.00,A
USGS,0204288721,2017-04-06,2.19,A,-1.16,A,0.16,A
USGS,0204288721,2017-04-07,2.37,A,-0.87,A,0.00,A
USGS,0204288721,2017-04-08,1.47,A,-1.62,A,0.00,A
USGS,0204288721,2017-04-09,1.64,A,-1.81,A,0.00,A
USGS,0204288721,2017-04-10,1.30,A,-1.88,A,0.00,A
